Context (stripped away),Speaker,English,Translated,File name,Line number
,,That...<nl><30>That means you will let us go?,这……<30>意思是你会让我们过去吗？,Dungeon2/PirateBattle/pirateBattleStart,121
,,Hardly.,难说。,Dungeon2/PirateBattle/pirateBattleStart,147
,,We could solve this so easily if<nl>you just let me and my friends pass-,只要你能让我和我的朋友过去，<nl>事情就简单多了——,Dungeon2/PirateBattle/pirateBattleStart,159
,,FRIENDS!?,朋友！？,Dungeon2/PirateBattle/pirateBattleStart,193
,,Why would you ever feel the<nl>need to seek such frailties?!,你为什么会想要这种弱点？！,Dungeon2/PirateBattle/pirateBattleStart,209
,,Pathetic...,既可悲……,Dungeon2/PirateBattle/pirateBattleStart,209
,,Powerless...,又弱小……,Dungeon2/PirateBattle/pirateBattleStart,209
,,"Only weaklings who can't fend for<nl>themselves, will seek friendship.",只有那些无法保护自己的弱者<nl>才会寻求友谊。,Dungeon2/PirateBattle/pirateBattleStart,222
,,Just look at them!,只要看着他们就能知道的事！,Dungeon2/PirateBattle/pirateBattleStart,222
,,"We were on our way to become<nl>the strongest, yet [1]YOU <30>abandoned us.",我们正走在变成强者的路上，<nl>但[1]你却<30>抛弃了我们。,Dungeon2/PirateBattle/pirateBattleStart,252
,,...,……,Dungeon2/PirateBattle/pirateBattleStart,263
,,"You're going to pay, Alphonse!",你会付出代价的，阿尔冯斯！,Dungeon2/PirateBattle/pirateBattleStart,277
,,You're all going to pay!,你们全都要付出代价！,Dungeon2/PirateBattle/pirateBattleStart,281
,,M-<20>M-<20>M-<20>Molstrom..!,摩<20>、摩<20>、摩<20>、摩斯特罗……！,DungeonPirate/MolstromBattle/molstrom_start,51
,,I-it's really him..!,真、真的是他……！,DungeonPirate/MolstromBattle/molstrom_start,51
,,.<20>.<20>.,…<20>…<20>…,DungeonPirate/MolstromBattle/molstrom_start,56
,,MOLSTROM!,摩斯特罗！,DungeonPirate/MolstromBattle/molstrom_start,105
,,.<20>.<20>.,…<20>…<20>…,DungeonPirate/MolstromBattle/molstrom_start,109
,,What's this?,这是谁啊？,DungeonPirate/MolstromBattle/molstrom_start,131
,,Did the guards let you in?,卫兵让你进来的？,DungeonPirate/MolstromBattle/molstrom_start,136
,,Prepare yourself!,准备好受死吧！,DungeonPirate/MolstromBattle/molstrom_start,146
,,We've come to <10>defeat you!,我们是来<10>击败你的！,DungeonPirate/MolstromBattle/molstrom_start,146
,,...,……,DungeonPirate/MolstromBattle/molstrom_start,151
,,...You're here to fight me?,……你是来和我战斗的？,DungeonPirate/MolstromBattle/molstrom_start,156
,,T-<20>That's right!,没<20>、没错！,DungeonPirate/MolstromBattle/molstrom_start,161
,,Ha<20>ha<20>ha<20>ha<20>ha!,哈<20>哈<20>哈<20>哈<20>哈！,DungeonPirate/MolstromBattle/molstrom_start,172
,,Very well.,非常好。,DungeonPirate/MolstromBattle/molstrom_start,187
,,Hopefully you can at least entertain me<nl>until the relics are finished charging.,希望在圣物完成充能前，你们<nl>至少能帮我解闷。,DungeonPirate/MolstromBattle/molstrom_start,199
,,Then I will---,然后我要——,DungeonPirate/MolstromBattle/molstrom_start,203
,,!!!,！！！,DungeonPirate/MolstromBattle/molstrom_start,224
,,Huh?,哈？,DungeonPirate/MolstromBattle/molstrom_start,236
,,What was that?,那是什么？,DungeonPirate/MolstromBattle/molstrom_start,241
,,REPEAT!,重复！,DungeonPirate/MolstromBattle/molstrom_start,323
,,THE OWLBOY HAS STOLEN THE RELICS!,猫头鹰小子偷走了圣物！,DungeonPirate/MolstromBattle/molstrom_start,338
,,WHAAAAAAAAAAT?!,什、什、什、什么！,DungeonPirate/MolstromBattle/molstrom_start,348
,,THAT LITTLE PEST DOUBLE-CROSSED ME!,那个混小子出卖了我！,DungeonPirate/MolstromBattle/molstrom_start,353
,,YOU!,你们！,DungeonPirate/MolstromBattle/molstrom_start,399
,,HE SENT YOU HERE TO DISTRACT ME!,他派你们来引开我的注意！,DungeonPirate/MolstromBattle/molstrom_start,408
,,I'M GOING TO DESTROY ALL THREE OF YOU!!!,我要干掉你们三个！！！,DungeonPirate/MolstromBattle/molstrom_start,415
,,BLUGH!,哼！,DungeonPirate/MolstromBattle/molstrom_start,493
,,Augh!,啊！,DungeonPirate/MolstromBattle/molstrom_start,537
,,Master Geddy?!,格迪少爷？！,DungeonPirate/MolstromBattle/molstrom_start,560
,,Otus! Alphonse! Spider thing!,欧图斯！阿尔冯斯！蜘蛛家伙！,DungeonPirate/MolstromBattle/molstrom_start,575
,,No time to chat!,没时间闲聊了！,DungeonPirate/MolstromBattle/molstrom_start,580
,,"Let's get out of here, FAST!",我们快离开这！,DungeonPirate/MolstromBattle/molstrom_start,585
,,Alarm!,警报！,SolusEscapes/start,23
,,The relics have been stolen!,圣物被偷走了！,SolusEscapes/start,28
,,Get him!,抓住他！,SolusEscapes/start,33
,,Alert the Captain!,快去报告舰长！,SolusEscapes/piratesChaseHim,103
,,Tell him <b>the Owlboy<b> has stolen the Relics!,告诉他<b>猫头鹰小子<b>偷走了圣物！,SolusEscapes/piratesChaseHim,108
,,.<20>.<20>.,…<20>…<20>…,MesosNarration/fallFromMothership,68
,,I'm glad I caught him.,能接住他真是太好了。,MesosNarration/fallFromMothership,74
,,That was a long fall.,没想到有那么高。,MesosNarration/fallFromMothership,74
,,.<20>.<20>.,…<20>…<20>…,MesosNarration/fallFromMothership,79
,,"...Stay safe, Otus.",……留在安全的地方，欧图斯。,MesosNarration/fallFromMothership,88
,,Don't follow me.,别跟着我。,MesosNarration/fallFromMothership,88
,,Master Otus?,欧图斯少爷？,MesosNarration/fallFromMothership,111
,,Who goes there?,那是谁？,MesosNarration/fallFromMothership,111
,,.<20>.<20>.,…<20>…<20>…,MesosNarration/fallFromMothership,116
,,Me and Twig?,我和特维格？,OtusHouse/geddyCheck,7
,,"Yeah, we're good now.",是的，现在我们和好了。,OtusHouse/geddyCheck,7
,,We talked it out while you were sleeping.,在你睡着的时候我们把话讲明白了。,OtusHouse/geddyCheck,7
,,"Twig's just a big idiot, ha<15>ha!",特维格只是个大白痴，哈<15>哈！,OtusHouse/geddyCheck,14
,,We have to find some way to<nl>get above the Mesos layer.,我们得想办法前往中间层上空。,OtusHouse/geddyCheck,26
,,Do we know anyone who might know the way?,我们认识的人中有谁知道路线<nl>的吗？,OtusHouse/geddyCheck,26
,,I like this place! <30>It's like our secret hideout!,我喜欢这里！<30>这里就像是我们<nl>的秘密基地！,OtusHouse/twigCheck,7
,,You live here?<30> It's great!,你住在这？<30>太棒了！,OtusHouse/twigCheck,7
,,"When all this is over, we<nl>should eat a big dinner here!",等事情都结束后，我们要在这<nl>大餐一顿！,OtusHouse/twigCheck,7
,,Just thinking about it makes me hungry!,光是想想我就饿了！,OtusHouse/twigCheck,14
,,"So we need to get above the Mesos layer, huh?",所以说我们是要前往中间层上<nl>空，是吧？,OtusHouse/twigCheck,26
,,We don't have any ways of<nl>getting further up in my village.,我们没有办法前往比我村子还<nl>高的地方。,OtusHouse/twigCheck,31
,,"My dad always said that to get further up,<nl>we'd have to use a flying machine from Advent.",我爸常说如果要去更高的地方，<nl>就得乘坐爱文德城的飞行机器。,OtusHouse/twigCheck,36
,,"Of course, Advent is gone now...",但是，爱文德城现在已经不在了……,OtusHouse/twigCheck,36
,,Alright! I'll meet you outside.,好吧！我在外面等你。,Vellie/Lab/rocketConfirm,6
,,I've been looking forward to this!,我一直很期待这个！,Vellie/Lab/rocketConfirm,15
,,Hee hee hee!,嘻！嘻！嘻！,Vellie/Lab/rocketConfirm,15
,,"Alright, let me know when you're ready.",好吧，你准备好了就告诉我。,Vellie/Lab/rocketCancel,6
,,"Hehe, no problem Otus! <nl><15>I'll be right up!",嘿嘿，没问题的，欧图斯！<nl><15>我这就上去！,Dungeon3/BuildUp/GeddyOnD3Stairs,6
,,Who knew stairs would be<nl>a problem around here!,谁能想到，上个台阶都能这么麻烦！,Dungeon3/BuildUp/GeddyOnD3Stairs,17
,,What <15>IS<30> this place?,这<15>是<30>什么地方？,Dungeon3/BuildUp/AlphonseChandRoom,9
,,!!!,！！！,Dungeon3/crashedRocket,194
,,!!!,！！！,Dungeon3/crashedRocket,199
,,!!!,！！！,Dungeon3/crashedRocket,204
,,Oh no!,哦不！,Dungeon3/crashedRocket,213
,,"Otus, <30>are you alright?",欧图斯，<30>你还好吗？,Dungeon3/crashedRocket,213
,,"Oh man, you had me worried there.",天啊，你让我担心死了。,Dungeon3/crashedRocket,227
,,"Are you OK, man? <30>Can you fly?",还好吗，伙计？<30>你还能飞吗？,Dungeon3/crashedRocket,227
,,Huh!? Did you break something?!,哈！？你把什么东西弄坏了吗？！,Dungeon3/crashedRocket,253
,,"Hmm... No, I don't think he has.",嗯……不，我不认为是他的原因。,Dungeon3/crashedRocket,258
,,The air in this place is very thin.,这里的空气很稀薄。,Dungeon3/crashedRocket,275
,,Too thin to fly in.,不足以进行飞行。,Dungeon3/crashedRocket,275
,,Oh man. We're stuck up here.,天哪。我们被困在这了。,Dungeon3/crashedRocket,289
,,Not exactly! <30>We should explore this place!,不完全是！<30>我们应该探索下这地方！,Dungeon3/crashedRocket,294
,,"Catch your breath, Master Otus. <nl><30>Geddy, Twig,<10> let's scout ahead!",你先歇会，欧图斯少爷。<nl><30>格迪，特维格，<10>我们去前面侦察一下！,Dungeon3/crashedRocket,302
,,Alright!,好吧！,Dungeon3/crashedRocket,310
,,"Yes, sir!",是的，长官！,Dungeon3/crashedRocket,319
,,Guess this is where that stranger is hiding!,我猜这里就是那个怪人藏身的地方。,Dungeon3/DiscoverEntrance,21
,,But how do we get in?,但我们要怎么进去？,Dungeon3/DiscoverEntrance,21
,,Hmm... What's this..?,嗯……这是什么……？,Dungeon3/book1,44
,,This book is ancient... but I can read it.,这本书很古老……但是我能读懂。,Dungeon3/book1,44
,,...,……,Dungeon3/book1,44
,,"Book of Noctae,<30> volume 1.",诺泰之书<30>，第一卷。,Dungeon3/book1,56
,,The Owl Temple.,猫头鹰神殿。,Dungeon3/book1,56
,,First of the great temples.,宏伟神殿的起源。,Dungeon3/book1,56
,,Here the owls learned how to control the<nl>elements and challenge the natural order.,在这里猫头鹰学会了如何操纵<nl>元素及挑战自然秩序。,Dungeon3/book1,56
,,"By the end of the first aeon, they<nl>had mastered water, fire, and wind.",到了第一纪元末期，他们已经<nl>精通了水、火和风元素。,Dungeon3/book1,56
,,And their work here revealed to them<nl>the existence of the higher mysteries.,他们在这里的研究向他们揭示<nl>了高阶奥秘的存在。,Dungeon3/book1,56
,,It was here that the existence<nl>of The Loop was hypothesized.,就在这里，他们提出了轮回的假想。,Dungeon3/book1,69
,,The existential anguish from the<nl>discovery of The Loop permeated Owl society.,轮回现象的发现引起了猫头鹰<nl>社会的不安。,Dungeon3/book1,69
,,"Riots began, and the Owl Temple was abandoned.",暴乱开始了，猫头鹰神殿也被<nl>废弃了。,Dungeon3/book1,69
,,Hmm... What's this..?,嗯……这是什么……？,Dungeon3/book2,44
,,This book is ancient... but I can read it.,这本书很古老……但是我能读懂。,Dungeon3/book2,44
,,...,……,Dungeon3/book2,44
,,"Book of Noctae,<30> volume 2.",诺泰之书，<30>第二卷。,Dungeon3/book2,56
,,The Floating Continent.,漂浮大陆。,Dungeon3/book2,56
,,Greatest of the owl homes.,猫头鹰家园的巅峰。,Dungeon3/book2,56
,,The machines produced here were the<nl>finest the world has ever seen.,这里生产的机器是世界上最好的。,Dungeon3/book2,56
,,"For the first time, owl technology<nl>surpassed the capabilities of life itself.",有史以来第一次，猫头鹰科技<nl>超越了生命本身的局限。,Dungeon3/book2,56
,,There seemed to be no end to the<nl>heights the owls could reach.,猫头鹰所能到达的高度似乎永<nl>无止境。,Dungeon3/book2,56
,,"They were determined to break the Loop,<nl>and worked tirelessly to advance<nl>their technology and knowledge.",他们决定打破轮回，并且不知<nl>疲倦地工作以精进他们的技术<nl>与学识。,Dungeon3/book2,69
,,Finally the solution was presented: a <b>Hex<b><nl>that would upend the laws of the universe.,最终得到的解决方案是：一种<nl>能颠覆宇宙法则的<b>魔法<b>。,Dungeon3/book2,69
,,"But it was a disaster. The Hex failed,<nl>and the world would never be the same.",但这演变成了灾难。魔法失败了，<nl>而世界也因此变得不同。,Dungeon3/book2,69
,,Hmm... What's this..?,嗯……这是什么……？,Dungeon3/book3,73
,,This book is ancient... but I can read it.,这本书很古老……但是我能读懂。,Dungeon3/book3,73
,,...,……,Dungeon3/book3,73
,,"Book of Noctae, volume 3.",诺泰之书，<30>第三卷。,Dungeon3/book3,85
,,The Floating Tower.,漂浮之塔。,Dungeon3/book3,85
,,A gigantic research facility in the sky<nl>built without the knowledge of the world at large.,位于天空中的大型研究设施，<nl>建造时对世界的知识还没有深<nl>入了解。,Dungeon3/book3,94
,,"The last few Owls gathered here, far away<nl>from the famines and wars elsewhere.",幸存的猫头鹰最后都聚集于此，<nl>远离其它地方的饥荒与战争。,Dungeon3/book3,94
,,"The Great Relics, that were used<nl>to create the Hex, were reforged.",用来创造魔法的伟大圣物被重铸。,Dungeon3/book3,94
,,For the Owls were preparing <b>another Hex<b>.,因为猫头鹰们准备施放<b>另一种魔法<b>。,Dungeon3/book3,94
,,"Greater than the last, this <b>new Hex<b> would<nl>send the new world crashing downwards.",这种<b>新魔法<b>比之前的更强大，<nl>它将使新世界坠落。,Dungeon3/book3,105
,,And<10>.<10>.<10>. And bring the world under the Owls' control once again.,并且<10>…<10>…<10>…并且让这个世界重新<nl>回到猫头鹰的掌控之中。,Dungeon3/book3,105
,,...,……,Dungeon3/book3,129
,,...,……,Dungeon3/book3,134
,,...,……,Dungeon3/book3,139
,,So that's the truth he wasn't telling us.,所以这就是他没告诉我们的真相。,Dungeon3/book3,148
,,He's been making the ancient Owls out<nl>to be heroes and scholars and whatnot...,他一直将古代猫头鹰粉饰成英<nl>雄、学者之类的……,Dungeon3/book3,148
,,"And in reality he's going to use the<nl>relics for power, just like Molstrom.",实际上他是想利用圣物来获得<nl>权力，就跟摩斯特罗一样。,Dungeon3/book3,158
,,I knew it!,我就知道！,Dungeon3/book3,158
,,We have no choice now.,我们现在别无选择。,Dungeon3/book3,171
,,We shall have to stop him ourselves.,我们必须阻止他。,Dungeon3/book3,180
,,Yeah.<10>.<10>.<20> We're the only ones up here.,对…<10>…<10>…<20>在这上面的只有我们。,Dungeon3/book3,189
,,...,……,Dungeon3/book3,193
,,...,……,Dungeon3/book3,198
,,...,……,Dungeon3/book3,203
,,Let's go!<20> There's no time to waste!,走吧！<20>没有时间可以浪费了！,Dungeon3/book3,212
,,Otus!,欧图斯！,Dungeon3/overAbyss,69
,,"Get up, buddy! <30>We're not at the end just yet!",起来，伙计！<30>我们还没结束呢！,Dungeon3/overAbyss,80
,,There you go!,就是这样！,Dungeon3/overAbyss,101
,,"OK guys, let's keep moving<5>.<5>.<5>.",好了，伙计们，我们继续前进吧<5>…<5>…<5>…,Dungeon3/overAbyss,113
,,I <20>see you...,我<20>知道你……,GoldenCoins/D2,14
,,Did my machines and theories break the Loop at last?,我的机器和理论最后打破轮回了吗？,GoldenCoins/D2,20
,,Did I break the world?,我破坏这个世界了吗？,GoldenCoins/D2,26
,,"With this token, you hold the key.",拥有令牌，你就拥有了钥匙。,GoldenCoins/D2,32
,,The Sanctuary beckons you.,庇护所在等着你。,GoldenCoins/D2,38
,,"Give me the answers I, <20>Noctae of the owls, have always sought.",给我，<20>猫头鹰族的诺泰，一直在寻求的答案。,GoldenCoins/D2,44
,,"Oh man, where are we rising to?!",天啊，我们会飘到哪去？！,Dungeon3/Elevator/elevatorChase2,64
,,I think I can see the top<nl>of the tower above us.,我好像看到了我们上方的塔顶了。,Dungeon3/Elevator/elevatorChase2,73
,,"If we stay on this platform, we could<nl>still make it to where Solus is hiding.",如果我们待在这个平台上，我们<nl>应该能到索鲁思的藏身处。,Dungeon3/Elevator/elevatorChase2,78
,,Whoa!,哇！,Dungeon3/Elevator/mainElevatorChase,52
,,What's happening!?,发生了什么！？,Dungeon3/Elevator/mainElevatorChase,363
,,...,……,Dungeon3/Elevator/mainElevatorChase,372
,,AAAAAAHHH!,啊啊啊！,Dungeon3/Elevator/mainElevatorChase,401
,,.<20>.<20>.,…<20>…<20>…,Dungeon3/Elevator/mainElevatorChase,515
,,I <20>can't believe it.,我<20>不敢相信。,Dungeon3/Elevator/mainElevatorChase,520
,,"I believe we are witnessing<nl><20>the end of the world, my friends.",朋友们，我们正见证着<20>世界的<nl>终结。,Dungeon3/Elevator/mainElevatorChase,528
,,"We ourselves are floating, <20>the<nl>floating continents are rising into space...",我们自己在飘，<20>浮岛也在往太<nl>空飘……,Dungeon3/Elevator/mainElevatorChase,528
,,This <20>is the end.,这就是<20>末日吗。,Dungeon3/Elevator/mainElevatorChase,528
,,It's happening so suddenly...,事情发生得太突然了……,Dungeon3/Elevator/mainElevatorChase,538
,,What has Solus done up there?!,索鲁思在上面做了什么？！,Dungeon3/Elevator/mainElevatorChase,538
,,Yeah!,是啊！,Dungeon3/Elevator/mainElevatorChase,544
,,"Whatever Solus is doing up<nl>there, we have to stop him.",不管索鲁思在上面做了什么，<nl>我们都要去阻止他。,Dungeon3/Elevator/mainElevatorChase,544
,,I see his tower above us.,我能看到他所在的高塔就在我<nl>们上方。,Dungeon3/Elevator/mainElevatorChase,550
,,Let's go.,我们走吧。,Dungeon3/Elevator/mainElevatorChase,550
,,The Relics were designed to be the fuel for the Hex.,圣物被设计为魔法的燃料。,OwlboyLibrary/start,68
,,"Centuries after they were made,<30><nl>the owls were finally ready for their Hex.",在创造了它们的几个世纪后，<30>猫头<nl>鹰终于完成了施放魔法的准备。,OwlboyLibrary/start,68
,,So what happened?,那接下来发生了什么？,OwlboyLibrary/start,77
,,Did the Hex work?,魔法生效了吗？,OwlboyLibrary/start,77
,,.<10>.<10>.<10>,…<10>…<10>…<10>,OwlboyLibrary/start,89
,,It was the biggest disaster in the history of the planet.,那是我们星球历史上最大的灾难。,OwlboyLibrary/start,95
,,But..!,但是……！,OwlboyLibrary/start,119
,,The Anti-Hex!,反魔法！,OwlboyLibrary/start,119
,,You mentioned something about an Anti-Hex!,你刚提过反魔法的事！,OwlboyLibrary/start,119
,,This library was built to find a way to bring<nl>the planet's expansion under control and reverse it.,建造这座图书馆就是为了找到控制<nl>并逆转这个星球的膨胀方法。,OwlboyLibrary/start,126
,,"When I found it, I learned that the owls created<nl>Relics which have been absorbing power for centuries.",当我找到图书馆时，我发现猫头鹰<nl>创造的圣物已经吸收了数个世纪的<nl>能量。,OwlboyLibrary/start,126
,,"Now they are ready to be used for the <b>Anti-Hex<b>,<nl>which will bring the islands back down to the ocean.",现在它们可以用来施放<b>反魔法<b>，它<nl>能让岛屿降回大海。,OwlboyLibrary/start,126
,,THAT is what I'm preparing.,那就是我准备要做的事。,OwlboyLibrary/start,140
,,An Anti-Hex to save the world!,用反魔法拯救世界！,OwlboyLibrary/start,140
,,...,……,OwlboyLibrary/start,148
,,...,……,OwlboyLibrary/start,153
,,...,……,OwlboyLibrary/start,158
,,Man...,天哪……,OwlboyLibrary/start,167
,,"You should have told us, Solus.",你应该告诉我们的，索鲁思。,OwlboyLibrary/start,167
,,Why did you try to do this all on your own?,你为何要独自承担所有事？,OwlboyLibrary/start,167
,,!!!,！！！,OwlboyLibrary/start,182
,,<20>I-<40>I didn't!,<20>我<40>、我没有！,OwlboyLibrary/start,191
,,I got the pirates to help me by promising them power!,我许诺会给海盗力量，让他们帮我！,OwlboyLibrary/start,191
,,"...Tricking the pirates led to the destruction of Advent, Solus.",……欺骗那些海盗让爱文德城<nl>遭遇了毁灭，索鲁思。,OwlboyLibrary/start,200
,,I... just<10>.<10>.<10>.,我……只是<10>…<10>…<10>…,OwlboyLibrary/start,220
,,I didn't know of anyone<20> who I could trust...,不知道<20>能相信谁……,OwlboyLibrary/start,220
,,.<10>.<10>.<10>,…<10>…<10>…<10>,OwlboyLibrary/start,220
,,Let us help you finish this Anti-Hex.,让我们来帮你完成反魔法吧。,OwlboyLibrary/start,230
,,"C'mon, Solus. What do we have to do?",来吧，索鲁思。我们要怎么做？,OwlboyLibrary/start,230
,,I<10>.<10>.<10>.<30> I...,我<10>…<10>…<10>…<30>我……,OwlboyLibrary/start,243
,,Y-You just have to-,你、你只需要——,OwlboyLibrary/start,247
,,!!!,！！！,OwlboyLibrary/start,274
,,Oh no!,哦不！,OwlboyLibrary/start,280
,,Is that..?,那是……？,OwlboyLibrary/start,280
,,Oh no!,哦不！,OwlboyLibrary/molstromAppears,61
,,"Oh man, oh man..!",天哪，天哪……！,OwlboyLibrary/molstromAppears,68
,,The Captain is here!!!,舰长来了！！！,OwlboyLibrary/molstromAppears,72
,,Look outside!,快看外面！,OwlboyLibrary/molstromAppears,91
,,The world is...,世界正……,OwlboyLibrary/molstromAppears,129
,,It's all coming apart..!,正在瓦解……！,OwlboyLibrary/molstromAppears,134
,,!!!,！！！,OwlboyLibrary/molstromAppears,222
,,"You have run off with <20>m<10>y<10> relics, <30>Owlboy.",你带着<20>我<10>的<10>圣物跑掉了，<nl><30>猫头鹰小子。,OwlboyLibrary/molstromAppears,227
,,You DARE betray ME?!,你竟敢背叛我？！,OwlboyLibrary/molstromAppears,227
,,"I-I haven't b-betrayed you, Molstrom!",我、我没有背、背叛你，摩斯特罗！,OwlboyLibrary/molstromAppears,247
,,"I'm t-trying to save you,<20><nl>and everyone else!",我是打、打算救你，<20>以及其他<nl>所有人！,OwlboyLibrary/molstromAppears,247
,,I'm trying to prevent the planet from being destroyed!,我打算阻止这个星球被毁灭！,OwlboyLibrary/molstromAppears,247
,,...,……,OwlboyLibrary/molstromAppears,271
,,NOOO!!!,不！！！,OwlboyLibrary/molstromAppears,370
,,OTUS!,欧图斯！,OwlboyLibrary/molstromAppears,386
,,Are you alright?!,你还好吗？！,OwlboyLibrary/molstromAppears,386
,,"So you're saving the world, is that it?",所以你是在拯救世界吗？,OwlboyLibrary/molstromAppears,403
,,Why would I care if the planet is destroyed?,我为什么要在乎这个星球会不<nl>会被毁灭？,OwlboyLibrary/molstromAppears,403
,,Give the relics back to me now.,现在就把圣物还给我。,OwlboyLibrary/molstromAppears,403
,,P-please!<30> I can't!,求、求你了！<30>我不能！,OwlboyLibrary/molstromAppears,413
,,Urgh...,呃……,OwlboyLibrary/molstromAppears,468
,,Otus! Take this!,欧图斯！接着！,OwlboyLibrary/molstromAppears,473
,,!!!,！！！,OwlboyLibrary/molstromAppears,512
,,What happened?!,发生了什么？！,OwlboyLibrary/molstromAppears,530
,,Is Master Otus breathing?,欧图斯少爷还活着吗？,OwlboyLibrary/molstromAppears,530
,,...<20>Yes!,……<20>还有气！,OwlboyLibrary/molstromAppears,551
,,Good. Get him out of here!,很好。把他带出去！,OwlboyLibrary/molstromAppears,556
,,I'll keep the Captain at bay.,我会在这拖住舰长。,OwlboyLibrary/molstromAppears,556
,,"Hurry, Master Geddy,<20> Twig!",快点，格迪少爷，<20> 特维格！,OwlboyLibrary/molstromAppears,575
,,I can't hold him for long!,我拖不了太久！,OwlboyLibrary/molstromAppears,575
,,Uh... Uh..!,啊……啊……！,OwlboyLibrary/molstromAppears,584
,,We have to get Otus up!,我们必须叫醒欧图斯！,OwlboyLibrary/molstromAppears,594
,,Urgh...,呃……,OwlboyLibrary/molstromAppears,635
,,"Hurry up and get away, Otus!",快跑，欧图斯！,OwlboyLibrary/molstromAppears,660
,,We'll hold him back!,我们会拖住他！,OwlboyLibrary/molstromAppears,660
,,"Twig, follow me!",特维格，跟着我！,OwlboyLibrary/molstromAppears,660
,,"Hurry, Otus!",快点，欧图斯！,OwlboyLibrary/molstromAppears,667
,,Otus!,欧图斯！,OwlboyLibrary/molstromAppears,737
,,We can't run away!,我们不能逃跑！,OwlboyLibrary/molstromAppears,763
,,Please! <15>I can't move!,拜托了！<15>我动不了了！,OwlboyLibrary/molstromAppears,763
,,You have to complete the Anti-Hex!,你必须完成反魔法！,OwlboyLibrary/molstromAppears,763
,,Repair the totem! <10>Hopefully that will be enough...,修好图腾！<10>希望那能…足…以……,OwlboyLibrary/molstromAppears,763
,,Otus! Get out of there!,欧图斯！快离开那！,OwlboyLibrary/startMarch,185
,,Otus!!!,欧图斯！！！,OwlboyLibrary/startMarch,353
,,OTUS!!!,欧图斯！！！,OwlboyLibrary/startMarch,369
,,The... the Anti-Hex..!,那个……反魔法……！,OwlboyLibrary/startMarch,436
,,It's emerging from his body!,正从他身体里出来！,OwlboyLibrary/startMarch,436
,,But... is he..?,但是……难道他……,OwlboyLibrary/startMarch,436
,,Hm.,嗯。,OwlboyLibrary/startMarch,446
,,So this is what your treachery is about?,所以这就是你不惜背叛我的理由？,OwlboyLibrary/startMarch,446
,,You think this is enough to stop me?!,你觉得这能阻止我？！,OwlboyLibrary/startMarch,475
,,Hah! <10>I'll crush this little hex of yours!,哈！<10>我会碾碎你这条小小的魔法！,OwlboyLibrary/startMarch,491
,,Gahh..!,啊！,OwlboyLibrary/startMarch,549
,,Otus!,欧图斯！,OwlboyLibrary/startMarch,586
,,Someone help Otus!,谁来帮帮欧图斯！,OwlboyLibrary/startMarch,591
,,...,……,OwlboyLibrary/talk,16
,,"I told you, don't disturb me.",跟你说过了，别来打扰我。,OwlboyLibrary/talk,24
,,I'm at a critical stage in the process.,我现在正处于关键的阶段。,OwlboyLibrary/talk,24
,,I have to extract the relics' essence.,我需要提取圣物的精华。,OwlboyLibrary/talk,36
,,It'll be done soon.,很快就能完成。,OwlboyLibrary/talk,36
,,"Y-you're free to leave, you know!",你、你们可以走了，明白吗！,OwlboyLibrary/talk,48
,,You're just bothering me!,你们在这只会打扰我！,OwlboyLibrary/talk,48
,,I'm through talking to you.,该说的都说完了。,OwlboyLibrary/talk,48
,,...,……,OwlboyLibrary/talk,61
,,Urgh<20>.<20>.<20>.<40> No<20>.<20>.<20>.,哦<20>…<20>…<20>…<40>不<20>…<20>…<20>…,OwlboyLibrary/endOfBattle,29
,,I<10>.<10>.<10>. I can't move<10>.<10>.<10>.,我<10>…<10>…<10>…我不能动了<10>…<10>…<10>…,OwlboyLibrary/endOfBattle,36
,,Now you listen to us!,现在你得听我们的！,OwlboyLibrary/endOfBattle,51
,,Stop this power-crazy stuff!,停下这疯狂的玩意！,OwlboyLibrary/endOfBattle,51
,,Using the relics is going to get people hurt!,使用圣物会让人受伤的！,OwlboyLibrary/endOfBattle,51
,,No... You're wrong..!,不……你错了……！,OwlboyLibrary/endOfBattle,65
,,I'm trying to help..!,我是打算帮忙的……！,OwlboyLibrary/endOfBattle,65
,,By using the Relics?!,通过圣物来帮忙？！,OwlboyLibrary/endOfBattle,75
,,Don't you remember Advent?,你忘了爱文德城的事吗？,OwlboyLibrary/endOfBattle,75
,,Those things are weapons!,那些都是兵器！,OwlboyLibrary/endOfBattle,75
,,No!,不！,OwlboyLibrary/endOfBattle,92
,,No! <50>No! <50>No!,不！<50>不！<50>不！,OwlboyLibrary/endOfBattle,103
,,That's not what the Relics were made for!,圣物制造出来不是为了这种事！,OwlboyLibrary/endOfBattle,110
,,That's just how Molstrom used them!,那只是摩斯特罗的用法！,OwlboyLibrary/endOfBattle,110
,,...,……,OwlboyLibrary/endOfBattle,126
,,...,……,OwlboyLibrary/endOfBattle,131
,,...,……,OwlboyLibrary/endOfBattle,136
,,"...Please explain, Solus.",……请解释一下，索鲁思。,OwlboyLibrary/endOfBattle,145
,,"I didn't want to tell you this,<40><nl>but I need you to understand.",我不想告诉你们的，<40>但我需要<nl>你们理解。,OwlboyLibrary/endOfBattle,150
,,...I'm going to tell you of<nl>the great shame of the owls.,……我要告诉你们猫头鹰最大<nl>的耻辱。,OwlboyLibrary/endOfBattle,150
